rsq,set_name,column,is_baseline,spearman_abs_rho,permutation_r2_drop,ablation_r2_drop,average_rank
RSQ2,nested_set4_gated_all_vif,CanopyCover,True,,,,
RSQ2,nested_set4_gated_all_vif,time_since_thinning,True,,,,
RSQ2,nested_set4_gated_all_vif,time_since_thinning_missing,True,,,,
RSQ2,nested_set4_gated_all_vif,recent_thinning_5yr,True,,,,
RSQ2,nested_set4_gated_all_vif,gwa_weibull_k_50m,False,0.2636651936076674,0.020188256791221826,0.15269290942200342,6.333333333333333
RSQ2,nested_set4_gated_all_vif,slope_degrees,False,0.08651691363913466,0.045908483134222466,0.11497148078529107,8.666666666666666
RSQ2,nested_set4_gated_all_vif,gwa_weibull_a_10m,False,0.20320309666902933,0.013670156431671798,0.11724562076424982,9.333333333333334
RSQ2,nested_set4_gated_all_vif,local_relief_500m,False,0.1538429904519318,0.02688806449377723,0.05079868918960262,11.666666666666666
RSQ2,nested_set4_gated_all_vif,eastness,False,0.07102141344683391,0.010323385178439892,0.13215750479342125,12.0
RSQ2,nested_set4_gated_all_vif,gwa_weibull_a_50m,False,0.3431453487245717,0.008325268425901755,0.016290749368265245,13.0
RSQ2,nested_set4_gated_all_vif,ceh_twi,False,0.10303569845435735,0.0008766696114080874,0.21252609702466152,13.666666666666666
RSQ2,nested_set4_gated_all_vif,whcl,False,0.25366343052359974,0.008004202059011312,0.017801080774812683,14.666666666666666
RSQ2,nested_set4_gated_all_vif,topex,False,0.09297900619628374,0.0036737142775173925,0.061255515614578204,15.333333333333334
RSQ2,nested_set4_gated_all_vif,gwa_wind_speed_10m,False,0.20603431212086268,0.0054011103517362935,0.023000615841219707,15.666666666666666
RSQ2,nested_set4_gated_all_vif,chelsa_bio12_precip_mm,False,0.36390418877510455,0.10696446640125601,0.06022102863757317,5.333333333333333
RSQ2,nested_set4_gated_all_vif,dist_to_road,False,0.3768910817869271,0.03237533798099568,-0.025138632573031394,12.333333333333334
RSQ2,nested_set4_gated_all_vif,tas_mean,False,0.27327777981907453,0.01448529552650435,0.013623421125243174,13.333333333333334
RSQ2,nested_set4_gated_all_vif,dist_to_scpt_boundary,False,0.06263096900288838,0.007363958947305349,0.16903243913569133,13.666666666666666
RSQ2,nested_set4_gated_all_vif,soilgrids_ph,False,0.27088996238950896,0.0004151626878813319,0.05556394063627734,16.0
RSQ2,nested_set5_all_ungated_vif,CanopyCover,True,,,,
RSQ2,nested_set5_all_ungated_vif,time_since_thinning,True,,,,
RSQ2,nested_set5_all_ungated_vif,time_since_thinning_missing,True,,,,
RSQ2,nested_set5_all_ungated_vif,recent_thinning_5yr,True,,,,
RSQ2,nested_set5_all_ungated_vif,slope_degrees,False,0.08651691363913466,0.045908483134222466,0.11497148078529107,8.666666666666666
RSQ2,nested_set5_all_ungated_vif,northness,False,0.004591132665643962,-0.005607976423481542,-0.006259688267894581,31.0
